date,mode,balance_usd,balance_inr,pnl_usd,pnl_inr,pnl_pct,total_trades,wins,losses,win_rate
2026-05-13,scalp,50.37,4810.0,0.37,35.0,0.73,1,1,0,100.0
2026-05-13,scalp,50.0,4775.0,0.0,0.0,0.0,0,0,0,0
2026-05-13,scalp,50.0,4775.0,0.0,0.0,0.0,0,0,0,0
